"","Text","Positive","Negative","Score","PosPercent","NegPercent"
"603","RT @niranjan2428: Now Every non Hindi speaking States opposing Hindi imposing. This is our India!!

#StopHindiImperialism 
#HindiIsNotOu",0,1,-1,0,100
"604","@nsitharaman any clarification u wanna say to non hindi speaking citizens of india. #StopHindiImperialism /rSgwFi2mKq",0,0,0,0,0
"605","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"606","RT @tarauk: India isnt an island. Want most spoken language internally &amp; externally, its English. Want Indian language spoken officially",0,0,0,0,0
"607","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"608","RT @chillyramesh: Trying to convert entire india into UP.

#StopHindiImperialism #StopHindiImposition",0,0,0,0,0
"609","Every language has it's own Uniqueness and identity in the history. Tamil is one of the oldest language in the old. /FE0KRjcaCJ",0,0,0,0,0
"610","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"611","@INCIndia What about non hindi languages?
This country is not Hindi alone. Respect the diversity. We pay taxes too. /RYz7JxoF4e",1,0,1,100,0
"612","RT @tarauk: India isnt an island. Want most spoken language internally &amp; externally, its English. Want Indian language spoken officially",0,0,0,0,0
"613","RT @AHeggade: Opposing Hindi Imposition has nothing to do with hate, it is only to avoid other languages getting killed.

#BlackDayAgainstH",0,3,-3,0,100
"614","RT @chillyramesh: Trying to convert entire india into UP.

#StopHindiImperialism #StopHindiImposition",0,0,0,0,0
"615","RT @rsponnathpur: Our flag, our anthem, our emblem, our language, our culture, our identity. This is everything for us. We shall resist imp",0,0,0,0,0
"616","RT @tamilanntk: Remember Sangis, Tamilnadu fought against Hindi imperialism two times in the past and ready for third...

 #StopHindiImperi",1,0,1,100,0
"617","RT @OdiaFirst: #bharatbhashadiwas
#Wedontwanthindidivas #StopHindiImperialism 
#stophindiimposition
#BlackDayAgainstHindiImposition 
#black",0,0,0,0,0
"618","RT @AHeggade: Opposing Hindi Imposition has nothing to do with hate, it is only to avoid other languages getting killed.

#BlackDayAgainstH",0,3,-3,0,100
"619","RT @fnoble20: @SwamiGeetika Why should we learn Hindi when we have a great language tamil #StopHindiImposition #StopHindiImperialism",1,0,1,100,0
"620","For all the people who can't even ABCD,
This government is trying to impose panipuri wala language! Ask the governm /6W5ZRGMsaU",0,1,-1,0,100
"621","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"622","RT @Saislakshmanan: Sanskrit &amp; Indo-European languages arrived in India between 2000 - 1500 BC, after Harappan Civilisation had declined du",0,0,0,0,0
"623","RT @niranjan2428: Now Every non Hindi speaking States opposing Hindi imposing. This is our India!!

#StopHindiImperialism 
#HindiIsNotOu",0,1,-1,0,100
"624","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"625","RT @vinay4884: @vk_smp @s_karkala We have already have an example for one nation one language I.e Pakistan and Bangladesh please don't repe",0,0,0,0,0
"626","RT @s_karkala: India is an union of states. All state languages are equally important. Stop using our money for the promotion of one langua",1,0,1,100,0
"627","@tnrvicky @PTTVOnlineNews use these hash tags 

#
#StopHindiImperialism 
#StopHindiImposition",0,0,0,0,0
"628","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"629","RT @nanuramu: The beauty of India is its diversity and numerous languages. The Union government shelling out loads of money to promote only",1,0,1,100,0
"630","RT @niranjan2428: Now Every non Hindi speaking States opposing Hindi imposing. This is our India!!

#StopHindiImperialism 
#HindiIsNotOu",0,1,-1,0,100
"631","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"632","RT @UncthVllgeYouth: No language can unite India. Don't believe anyone who claims otherwise. A language which had no history, no roots, no",0,0,0,0,0
"633","It's a working day for us, just to celebrate hindi diwas. Classic example of ""shoving down the throat""
#StopHindiImperialism",2,0,2,100,0
"634","RT @Jeganb79: # in hash tag mattum pothum . Every thing includes 

#StopHindiImperialism #StopHindiImperialism #StopHindiImperial",0,0,0,0,0
"635","RT @kodiparakuthaa: #StopHindiImposition
This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-n",2,0,2,100,0
"636","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"637","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"638","RT @AHeggade: Opposing Hindi Imposition has nothing to do with hate, it is only to avoid other languages getting killed.

#BlackDayAgainstH",0,3,-3,0,100
"639","RT @niranjan2428: Now Every non Hindi speaking States opposing Hindi imposing. This is our India!!

#StopHindiImperialism 
#HindiIsNotOu",0,1,-1,0,100
"640","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"641","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"642","RT @vinay4884: @ChaturMan6 @s_karkala In which language you are communicating now.simple answer.#StopHindiImperialism #stophindiimposition",0,0,0,0,0
"643","RT @ManjunathSMys: @FinMinIndia @PIB_India @rajeevkumr Stop this nonsense. All and any exams from the union govt. must be available in all",1,1,0,50,50
"644","RT @niranjan2428: Now Every non Hindi speaking States opposing Hindi imposing. This is our India!!

#StopHindiImperialism 
#HindiIsNotOu",0,1,-1,0,100
"645","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"646","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"647","RT @lokesh_169: @FinMinIndia @PIB_India @rajeevkumr Why Only main exams? What for preliminary Exams?  
#BlackDayAgainstHindiImposition #Sto",0,0,0,0,0
"648","RT @fnoble20: @SwamiGeetika Why should we learn Hindi when we have a great language tamil #StopHindiImposition #StopHindiImperialism",1,0,1,100,0
"649","@vk_smp @s_karkala We have already have an example for one nation one language I.e Pakistan and Bangladesh please d /5hEtCmEc6t",0,0,0,0,0
"650","RT @NihalKirnalli: This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-ness itself has its rec",2,0,2,100,0
"651","#Hindi is a monster that's consuming innocent lives of many South Indians,making them jobless! Infact,all attempts /o7RbEecyik",0,2,-2,0,100
"652","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"653","One language cannot do the work of tying the country to the door of unity, Amith bhai.
#StopHindiImperialism #Stophindiimposition",2,0,2,100,0
"654","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"655","RT @chillyramesh: Trying to convert entire india into UP.

#StopHindiImperialism #StopHindiImposition",0,0,0,0,0
"656","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"657","RT @Jeganb79: # in hash tag mattum pothum . Every thing includes 

#StopHindiImperialism #StopHindiImperialism #StopHindiImperial",0,0,0,0,0
"658","RT @NihalKirnalli: This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-ness itself has its rec",2,0,2,100,0
"659","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"660","RT @rsponnathpur: Our flag, our anthem, our emblem, our language, our culture, our identity. This is everything for us. We shall resist imp",0,0,0,0,0
"661","RT @SrujanaDeva: @IndiaToday Someone remind Sha that our unity lies in diversity. We don't need one Lang to represent us. Hindi cannot repr",1,1,0,50,50
"662","RT @kiranmbhat: Dear @Tejasvi_Surya ""ji"",pls ask ur ""high command"" to
#StopHindiImperialism 
#StopHindiImposition 
#StopHindiDiwas 
#TreatA",0,0,0,0,0
"663","# in hash tag mattum pothum . Every thing includes 

#StopHindiImperialism #StopHindiImperialism #StopHindiImperialism",0,0,0,0,0
"664","RT @vinay4884: @ChaturMan6 @s_karkala In which language you are communicating now.simple answer.#StopHindiImperialism #stophindiimposition",0,0,0,0,0
"665","#StopHindiImposition
#StopHindiImperialism 

What I said after BJP's won.. happening one by one.. /ghtR2kmCke",1,0,1,100,0
"666","Trying to convert entire india into UP.

#StopHindiImperialism #StopHindiImposition",0,0,0,0,0
"667","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"668","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"669","@Proudin777 @s_karkala As you know already English in which we are communicating then why should I learn another la /TUWAIekpgE",0,0,0,0,0
"670","RT @s_trigin: #StopHindiImposition #StopHindiImperialism Tamil ancient classical language of the globe. Sindhu civilization is a big eviden",0,0,0,0,0
"671","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"672","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"673","RT @NihalKirnalli: This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-ness itself has its rec",2,0,2,100,0
"674","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"675","RT @kodiparakuthaa: #StopHindiImposition
This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-n",2,0,2,100,0
"676","RT @SrujanaDeva: @IndiaToday Someone remind Sha that our unity lies in diversity. We don't need one Lang to represent us. Hindi cannot repr",1,1,0,50,50
"677","RT @AHeggade: Opposing Hindi Imposition has nothing to do with hate, it is only to avoid other languages getting killed.

#BlackDayAgainstH",0,3,-3,0,100
"678","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"679","#StopHindiImposition
This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple langua /Y0yeghJu93",2,0,2,100,0
"680","RT @ajavgal: Customers were treated badly for speaking in Kannada in Karnataka

report in Today's @NewIndianXpress

#BlackDayAgainstHindiIm",0,1,-1,0,100
"681","RT @tamilanntk: Remember Sangis, Tamilnadu fought against Hindi imperialism two times in the past and ready for third...

 #StopHindiImperi",1,0,1,100,0
"682","RT @ajavgal: only 3 union govt websites are available in Kannada, rest are all in Hindi/English

#BlackDayAgainstHindiImposition
#StopHindi",1,0,1,100,0
"683","RT @ajavgal: Discrimination based on language

#BlackDayAgainstHindiImposition 
#StopHindiImperialism 
#StopHindiImposition /kB",0,1,-1,0,100
"684","To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"685","RT @NihalKirnalli: This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-ness itself has its rec",2,0,2,100,0
"686","Democracy??? 
#StopHindiImperialism #StopHindiImposition",0,0,0,0,0
"687","RT @ajavgal: even ISRO was asked to Use Hindi ,
just becoz funds are from union govt 
#BlackDayAgainstHindiImposition 
#StopHindiImposition",0,0,0,0,0
"688","Next massive national wide operation begins 
#StopHindiImperialism /Om4LxnBxDY",0,0,0,0,0
"689","RT @Saislakshmanan: ""Dravidian was likely to have been the language of the Ancestral South Indians (ASI) formed as a result of the mixing o",0,0,0,0,0
"690","RT @1Paramaatma: How long will Govt of India continue to treat Non-Hindi speaking people as second class citizens? #StopHindiImperialism Tr",0,0,0,0,0
"691","@ChaturMan6 @s_karkala In which language you are communicating now.simple answer.#StopHindiImperialism #stophindiimposition",0,0,0,0,0
"692","Now Every non Hindi speaking States opposing Hindi imposing. This is our India!!

#StopHindiImperialism /c8gTt8q5Jd",0,1,-1,0,100
"693","RT @AHeggade: Opposing Hindi Imposition has nothing to do with hate, it is only to avoid other languages getting killed.

#BlackDayAgainstH",0,3,-3,0,100
"694","Indirectly saying I don't know hindi . Due to this type of persons bharat is divided. #StopHindiImperialism /IYs8WriPpa",0,0,0,0,0
"695","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"696","RT @SrujanaDeva: @IndiaToday Someone remind Sha that our unity lies in diversity. We don't need one Lang to represent us. Hindi cannot repr",1,1,0,50,50
"697","@AmitShah Dear @AmitShah Ji,
India will not United through one language Hindi.....
It United through by respecting /qmdrqIKb5v",0,0,0,0,0
"698","RT @SrujanaDeva: @IndiaToday Someone remind Sha that our unity lies in diversity. We don't need one Lang to represent us. Hindi cannot repr",1,1,0,50,50
"699","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"700","Remember Sangis, Tamilnadu fought against Hindi imperialism two times in the past and ready for third...

 #StopHindiImperialism",1,0,1,100,0
"701","Hindi is just a language how that will give strength to India!! You @AmitShah Trying to impose Hindi in South.. Sou /1oQVqGUsZf",0,1,-1,0,100
"702","Sanskrit &amp; Indo-European languages arrived in India between 2000 - 1500 BC, after Harappan Civilisation had decline /u6Hnl6UegX",0,1,-1,0,100
"703","RT @Saislakshmanan: ""Dravidian was likely to have been the language of the Ancestral South Indians (ASI) formed as a result of the mixing o",0,0,0,0,0
"704","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"705","RT @freedialects: @TulunadState Make TULU Sole official language of Tulunad. We support it. But why you need Hindi the native language of W",1,0,1,100,0
"706","RT @rsponnathpur: Our flag, our anthem, our emblem, our language, our culture, our identity. This is everything for us. We shall resist imp",0,0,0,0,0
"707","RT @s_trigin: #StopHindiImposition #StopHindiImperialism Tamil ancient classical language of the globe. Sindhu civilization is a big eviden",0,0,0,0,0
"708","Again it's a method of dividing #hindustan integrity by its diversive languages.

Still how many years we will figh /XL5A2nmtMD",0,0,0,0,0
"709","RT @kiranmbhat: Days are not too far where Non-Hindi people will be put on house arrest like in Kashmir and Hindi will be made National Lan",1,0,1,100,0
"710","RT @SrujanaDeva: @IndiaToday Someone remind Sha that our unity lies in diversity. We don't need one Lang to represent us. Hindi cannot repr",1,1,0,50,50
"711","RT @tarauk: India isnt an island. Want most spoken language internally &amp; externally, its English. Want Indian language spoken officially",0,0,0,0,0
"712","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"713","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"714","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"715","@ippatel #StopHindiImperialism ....we don't want hindi",0,0,0,0,0
"716","RT @kiranrajdc: India is a land of unity in diversity. Diversity in terms of language, religion,culture etc. but you morons ruining it by i",1,2,-1,33.3333333333333,66.6666666666667
"717","RT @Indic_Swapnil: #StopHindiImposition #StopHindiImperialism 
You will never find any Odia,Gujrati,Bengali,punjabietc people protesting ag",0,1,-1,0,100
"718","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"719","RT @OdiaFirst: #bharatbhashadiwas
#Wedontwanthindidivas #StopHindiImperialism 
#stophindiimposition
#BlackDayAgainstHindiImposition 
#black",0,0,0,0,0
"720","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"721","RT @freedialects: @TulunadState Make TULU Sole official language of Tulunad. We support it. But why you need Hindi the native language of W",1,0,1,100,0
"722","RT @selvaC00l: #StopHindiImposition
This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-ness i",2,0,2,100,0
"723","RT @r_sriganesh: Stop encouraging any one language in India. Every language in India is equal regardless of its speakers or sanctity. #Stop",1,0,1,100,0
"724","RT @OdiaFirst: #bharatbhashadiwas
#Wedontwanthindidivas #StopHindiImperialism 
#stophindiimposition
#BlackDayAgainstHindiImposition 
#black",0,0,0,0,0
"725","No language can unite India. Don't believe anyone who claims otherwise. A language which had no history, no roots, /ttQsgrs4IW",0,0,0,0,0
"726","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"727","RT @LavanyaBallal: @LalPratiksha @rajanna_rupesh @ajavgal @AnilApr24 @bhimashankarptl @are_gow @CMofKarnataka They want votes of the Kannad",0,0,0,0,0
"728","RT @sajithra: Tamil is one of the official languages in Srilanka and Singapore @AmitShah.
We don't want to become a pack of hyenas. What wo",0,0,0,0,0
"729","RT @MissFurioso: The audacity to certify one language as the language of a nation of over a billion population proves that this party does",1,1,0,50,50
"730","RT @lokesh_169: @FinMinIndia @PIB_India @rajeevkumr Why Only main exams? What for preliminary Exams?  
#BlackDayAgainstHindiImposition #Sto",0,0,0,0,0
"731","India is a land of unity in diversity. Diversity in terms of language, religion,culture etc. but you morons ruining /YVEkaVp1on",1,2,-1,33.3333333333333,66.6666666666667
"732","RT @senthamillan: Why should we learn Hindi when we have a great language tamil #StopHindiImposition #StopHindiImperialism
#StopHindiImposi",1,0,1,100,0
"733","RT @imvinot: Hindi comes draped wearing pretentious claims of nationalism, one-ness, culture, ""Indian"", unifier, etc.. A crow dressed up &amp;",0,1,-1,0,100
"734","RT @OdiaFirst: #bharatbhashadiwas
#Wedontwanthindidivas #StopHindiImperialism 
#stophindiimposition
#BlackDayAgainstHindiImposition 
#black",0,0,0,0,0
"735","RT @AHeggade: Opposing Hindi Imposition has nothing to do with hate, it is only to avoid other languages getting killed.

#BlackDayAgainstH",0,3,-3,0,100
"736","Not across the country but in the Cow-belt states. 
In Modi's New India the national channels have become propagand /tHNmxFDqaC",0,0,0,0,0
"737","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"738","Dear @AmitShah 
India will not United through one language Hindi.....
It United through by respecting &amp; developing /bHEH5LOAuO",0,0,0,0,0
"739","Place Marathi Signage Boards in Delhi then we will accept Hindi boards in Mumbai.

#FreeHindiDialects /NPizf6tGdl",0,0,0,0,0
"740","RT @KarnaHiriyur: @narendramodi @PMOIndia 
Let me repeat. India has no national language. In other words every language of India is a natio",0,0,0,0,0
"741","RT @Saislakshmanan: ""Dravidian was likely to have been the language of the Ancestral South Indians (ASI) formed as a result of the mixing o",0,0,0,0,0
"742","Hindi comes draped wearing pretentious claims of nationalism, one-ness, culture, ""Indian"", unifier, etc.. A crow dr /3qwbMOeDJN",0,1,-1,0,100
"743","Why should we learn Hindi when we have a great language tamil #StopHindiImposition #StopHindiImperialism
#StopHindiImposition",1,0,1,100,0
"744","RT @tarauk: India isnt an island. Want most spoken language internally &amp; externally, its English. Want Indian language spoken officially",0,0,0,0,0
"745","RT @NihalKirnalli: This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-ness itself has its rec",2,0,2,100,0
"746","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"747","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"748","RT @SrujanaDeva: @IndiaToday Someone remind Sha that our unity lies in diversity. We don't need one Lang to represent us. Hindi cannot repr",1,1,0,50,50
"749","RT @s_trigin: #StopHindiImposition #StopHindiImperialism Tamil ancient classical language of the globe. Sindhu civilization is a big eviden",0,0,0,0,0
"750","RT @Balasgurus_: Next in line :
1. One Nation, One Toilet ?!?
2. One Nation, One Religion ?!?
3. One Nation, One Party ?!?

Keep all these",0,0,0,0,0
"751","This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M2wZ",0,0,0,0,0
"752","RT @thej: Sorry not my mother tongue.

#StopHindiImperialism #StopHindiImposition /BbvLHRQpAS",0,1,-1,0,100
"753","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"754","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"755","@sumanthraman ""one nation one language- then let's have a Tamil nation, I would say. #StopHindiImperialism",0,0,0,0,0
"756","RT @rsponnathpur: Our flag, our anthem, our emblem, our language, our culture, our identity. This is everything for us. We shall resist imp",0,0,0,0,0
"757","Next in line :
1. One Nation, One Toilet ?!?
2. One Nation, One Religion ?!?
3. One Nation, One Party ?!?

Keep all /lV9cqzqgWR",0,0,0,0,0
"758","@jaibhar73485783 Lol from ur logic hindi is also invaders lang mogul lang ur slaves of that lang,how u treasure ur /oZe1p427d0",1,1,0,50,50
"759","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"760","@narendramodi @PMOIndia 
Let me repeat. India has no national language. In other words every language of India is a /3ycBZOgS9Y",0,0,0,0,0
"761","Hindi is not my Mother tongue. Tamil is my Mother tongue..oldest language in india..We have our own identity# /Pe7JrJ20H7",0,0,0,0,0
"762","RT @rsponnathpur: Our flag, our anthem, our emblem, our language, our culture, our identity. This is everything for us. We shall resist imp",0,0,0,0,0
"763","RT @Saislakshmanan: ""Dravidian was likely to have been the language of the Ancestral South Indians (ASI) formed as a result of the mixing o",0,0,0,0,0
"764","#StopHindiImposition #StopHindiImperialism Tamil ancient classical language of the globe. Sindhu civilization is a /kVQTwtzJJu",0,0,0,0,0
"765","Tamil is one of the official languages in Srilanka and Singapore @AmitShah.
We don't want to become a pack of hyena /gK0mb5IZmR",0,0,0,0,0
"766","RT @AHeggade: Opposing Hindi Imposition has nothing to do with hate, it is only to avoid other languages getting killed.

#BlackDayAgainstH",0,3,-3,0,100
"767","RT @NihalKirnalli: This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-ness itself has its rec",2,0,2,100,0
"768","@IndiaToday Someone remind Sha that our unity lies in diversity. We don't need one Lang to represent us. Hindi cann /wr8jnnGgA1",1,1,0,50,50
"769","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"770","RT @AHeggade: Opposing Hindi Imposition has nothing to do with hate, it is only to avoid other languages getting killed.

#BlackDayAgainstH",0,3,-3,0,100
"771","RT @s_karkala: India is an union of states. All state languages are equally important. Stop using our money for the promotion of one langua",1,0,1,100,0
"772","RT @AHeggade: Opposing Hindi Imposition has nothing to do with hate, it is only to avoid other languages getting killed.

#BlackDayAgainstH",0,3,-3,0,100
"773","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"774","Opposing Hindi Imposition has nothing to do with hate, it is only to avoid other languages getting killed. /jgLwVtV29O",0,3,-3,0,100
"775","RT @ajavgal: Discrimination based on language

#BlackDayAgainstHindiImposition 
#StopHindiImperialism 
#StopHindiImposition /kB",0,1,-1,0,100
"776","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"777","RT @rsponnathpur: Our flag, our anthem, our emblem, our language, our culture, our identity. This is everything for us. We shall resist imp",0,0,0,0,0
"778","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"779","RT @s_karkala: India is an union of states. All state languages are equally important. Stop using our money for the promotion of one langua",1,0,1,100,0
"780","     PM Shri @narendramodi Ji love Tamilnadu State people

Good love Tamil 

Thanks fo /2c2xPlyIFj",2,0,2,100,0
"781","""Dravidian was likely to have been the language of the Ancestral South Indians (ASI) formed as a result of the mixi /OgyOIzTzXh",0,0,0,0,0
"782","R nation s formed by bringing many smaller nations 2gether!celebrating 1 lang s against v founding principle f dis /p7YTWSMsQy",0,0,0,0,0
"783","RT @elangogs: Which one do you want, India or Hindi ? #StopHindiImposition #StopHindiImperialism",0,0,0,0,0
"784","Which one do you want, India or Hindi ? #StopHindiImposition #StopHindiImperialism",0,0,0,0,0
"785","RT @AHeggade: Opposing Hindi Imposition has nothing to do with hate, it is only to avoid other languages getting killed.

#BlackDayAgainstH",0,3,-3,0,100
"786","RT @rsponnathpur: Our flag, our anthem, our emblem, our language, our culture, our identity. This is everything for us. We shall resist imp",0,0,0,0,0
"787","RT @kiranmbhat: Days are not too far where Non-Hindi people will be put on house arrest like in Kashmir and Hindi will be made National Lan",1,0,1,100,0
"788","RT @MissFurioso: The audacity to certify one language as the language of a nation of over a billion population proves that this party does",1,1,0,50,50
"789","@FinMinIndia @PIB_India @rajeevkumr Why Only main exams? What for preliminary Exams? /A8IZEfSPTE",0,0,0,0,0
"790","These idiots will never understand the idea of Unity in diversity. They wont stop until Indias pluralism is compl /FfTiSAL7OF",1,1,0,50,50
"791","Stop encouraging any one language in India. Every language in India is equal regardless of its speakers or sanctity /jT47HtBx8j",1,0,1,100,0
"792","RT @kiranmbhat: Days are not too far where Non-Hindi people will be put on house arrest like in Kashmir and Hindi will be made National Lan",1,0,1,100,0
"793","RT @MissFurioso: The audacity to certify one language as the language of a nation of over a billion population proves that this party does",1,1,0,50,50
"794","RT @kiranmbhat: @AmitShah is real Anti-national.
He doesn't care a damn for ""Indian"" people who do not speak Hindi.
He&amp;his govt r hell bent",0,3,-3,0,100
"795","#StopHindiImposition
This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple langua /s0jXRxvhH2",2,0,2,100,0
"796","RT @ajavgal: even ISRO was asked to Use Hindi ,
just becoz funds are from union govt 
#BlackDayAgainstHindiImposition 
#StopHindiImposition",0,0,0,0,0
"797","@AmitShah is real Anti-national.
He doesn't care a damn for ""Indian"" people who do not speak Hindi.
He&amp;his govt r h /9MSwhugYmg",0,1,-1,0,100
"798","RT @rsponnathpur: Our flag, our anthem, our emblem, our language, our culture, our identity. This is everything for us. We shall resist imp",0,0,0,0,0
"799","@TulunadState Make TULU Sole official language of Tulunad. We support it. But why you need Hindi the native languag /9kecbHqdtp",1,0,1,100,0
"800","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"801","RT @rsponnathpur: Our flag, our anthem, our emblem, our language, our culture, our identity. This is everything for us. We shall resist imp",0,0,0,0,0
"802","India is an union of states. All state languages are equally important. Stop using our money for the promotion of o /WFJED8COFY",1,0,1,100,0
"803","RT @rsponnathpur: Our flag, our anthem, our emblem, our language, our culture, our identity. This is everything for us. We shall resist imp",0,0,0,0,0
"804","RT @tarauk: India isnt an island. Want most spoken language internally &amp; externally, its English. Want Indian language spoken officially",0,0,0,0,0
"805","RT @AHeggade: Opposing Hindi Imposition has nothing to do with hate, it is only to avoid other languages getting killed.

#BlackDayAgainstH",0,3,-3,0,100
